Año;Autoridad Portuaria;Graneles Líquidos;Graneles Sólidos;Mercancía General;Pesca Fresca;Avituallamiento;Tráfico Local;TOTAL TRAFICO;TEUS;Buques
1969;Bahía de Cádiz;0;107.461;402.428;38.116;177.135;562;725.702;0;1.901
1969;Baleares;448.878;265.646;787.190;1.691;259.132;0;1.762.537;0;5.245
1969;Barcelona;3.283.950;2.078.550;2.915.396;5.350;305.230;0;8.588.476;0;7.932
1969;Bilbao;1.785.045;5.035.300;2.855.517;7.028;311.842;1.488.928;11.483.660;0;7.239
1969;C.A.G.P;327.140;1.934.070;1.515.316;266.825;288.322;94.424;4.426.097;0;15.055
1969;Cartagena;11.668.071;672.521;365.865;1.881;279.778;25.946;13.014.062;0;2.646
1969;Castellón;5.313.890;176.174;221.744;9.059;53.682;43.539;5.818.088;0;900
1969;Ceuta;481.637;9.032;166.184;3.327;544.121;0;1.204.301;0;5.461
1969;Ferrol-S. Cibrao;63.435;262.282;158.252;8.788;39.147;32.499;564.403;0;826
1969;Gijón;688.216;3.367.085;469.973;6.206;88.121;0;4.619.601;0;3.215
1969;Huelva;4.510.178;2.830.541;123.284;51.484;154.744;2.152;7.672.383;0;1.277
1969;Las Palmas;2.810.272;191.343;1.784.423;267.185;3.412.818;0;8.466.041;0;10.127
1969;Málaga;2.868.112;465.558;315.568;14.603;127.624;0;3.791.465;0;2.393
1969;Marín y Ría de Pontevedra;25.196;136.379;129.403;11.845;92.615;280.454;675.892;0;418
1969;Melilla;39.735;887.999;196.292;7.876;44.197;0;1.176.099;0;1.371
1969;Pasaia;890.076;1.310.264;1.193.269;105.278;187.308;0;3.686.195;0;2.925
1969;Puerto Sta. María;0;50.526;68.843;7.836;26.393;0;153.598;0;323
1969;San Esteban de Pravia;0;305.604;0;443;7.839;0;313.886;0;589
1969;Santa Cruz de Tenerife;14.741.877;163.393;1.640.519;15.062;1.678.835;0;18.239.686;0;7.100
1969;Santander;1.215.178;1.194.575;526.094;9.658;147.058;0;3.092.563;0;2.526
1969;Sevilla;1.132.194;766.796;759.617;13.085;57.820;19.488;2.749.000;0;1.871
1969;Tarragona;2.143.643;1.659.913;581.025;4.447;41.040;128.612;4.558.680;0;2.546
1969;Valencia;1.222.907;1.465.156;1.223.096;838;66.924;0;3.978.921;0;4.461
1969;Vigo;463.181;820.608;264.163;182.386;303.859;146.345;2.180.542;0;2.022
1969;Vilagarcía;12.158;57.825;95.198;5.518;1.326;89.466;261.491;0;2.872
1968;A Coruña;4.489.247;554.886;93.512;105.270;320.594;1.362;5.564.871;0;1.523
1968;Alicante;358.894;261.049;548.269;10.232;39.056;0;1.217.500;0;1.333
1968;Almería-Motril;237.281;2.060.649;77.979;5.691;40.797;0;2.422.397;0;826
1968;Avilés;15.974;4.126.963;1.436.960;9.809;72.995;44;5.662.745;0;3.107
1968;Bahía de Algeciras;6.599.420;1.330;144.687;42.836;76.998;4.484;6.869.755;0;4.647
1968;Bahía de Cádiz;0;87.552;319.253;38.767;198.858;706;645.136;0;1.815
1968;Baleares;351.933;289.489;589.045;1.504;186.842;0;1.418.813;0;4.695
1968;Barcelona;2.844.713;2.136.652;2.848.590;4.803;418.274;0;8.253.032;0;7.621
1968;Bilbao;1.566.348;4.547.698;2.484.421;5.726;267.347;1.362.736;10.234.276;0;7.846
1968;C.A.G.P;293.458;2.107.223;1.453.889;291.398;284.076;99.954;4.529.998;0;14.484
1968;Cartagena;11.217.251;643.383;249.384;2.221;272.672;32.997;12.417.908;0;2.562
1968;Castellón;5.346.448;136.838;138.789;9.813;24.682;0;5.656.570;0;707
1968;Ceuta;488.871;15.022;144.179;3.815;568.321;0;1.220.208;0;5.739
1968;Ferrol-S. Cibrao;64.006;300.613;106.365;17.258;54.787;28.304;571.333;0;743
1968;Gijón;562.870;2.909.651;337.938;5.855;78.126;0;3.894.440;0;3.727
1968;Huelva;3.629.803;2.574.779;104.192;51.819;178.335;29.254;6.568.182;0;1.286
1968;Las Palmas;2.916.944;144.559;1.660.420;239.781;3.503.945;0;8.465.649;0;10.212
1968;Málaga;2.959.488;327.970;351.485;16.151;128.742;0;3.783.836;0;2.315
1968;Marín y Ría de Pontevedra;0;148.878;121.012;13.303;95.638;295.784;674.615;0;455
1968;Melilla;29.733;745.300;167.897;8.358;33.008;0;984.296;0;1.268
1968;Pasaia;829.098;1.278.438;1.029.602;106.523;182.001;1.122;3.426.784;0;3.055
1968;Puerto Sta. María;0;40.451;56.307;9.131;23.960;866;130.715;0;242
1968;San Esteban de Pravia;0;386.132;0;485;8.128;0;394.745;0;771
1968;Santa Cruz de Tenerife;13.678.917;226.717;1.244.826;16.100;1.395.644;0;16.562.204;0;6.834
1968;Santander;1.317.921;980.114;542.390;7.626;149.426;0;2.997.477;0;2.593
1968;Sevilla;891.326;856.590;709.282;9.794;64.243;25.723;2.556.958;0;1.740
1968;Tarragona;2.452.902;1.493.104;575.770;3.575;48.151;279.180;4.852.682;0;2.597
1968;Valencia;982.909;1.432.472;1.162.488;845;60.836;0;3.639.550;0;4.375
1968;Vigo;403.919;607.345;213.956;173.458;289.909;150.576;1.839.163;0;1.263
1968;Vilagarcía;12.024;41.907;95.832;6.215;850;87.804;244.632;0;3.292
1967;A Coruña;4.081.757;457.746;134.231;95.534;258.462;3.118;5.030.848;0;1.554
1967;Alicante;328.139;295.221;556.936;9.596;39.836;0;1.229.728;0;2.026
1967;Almería-Motril;159.660;1.336.573;100.629;5.040;34.314;0;1.636.216;0;740
1967;Avilés;6.195;3.781.375;1.351.518;5.551;52.319;0;5.196.958;0;2.826
1967;Bahía de Algeciras;1.249.408;832;147.362;48.873;178.052;0;1.624.527;0;4.351
1967;Bahía de Cádiz;0;67.062;336.813;39.242;197.274;1.288;641.679;0;1.980
1967;Baleares;366.483;290.374;594.867;1.580;109.621;0;1.362.925;0;4.569
1967;Barcelona;2.788.549;1.988.963;2.184.478;4.872;264.774;0;7.231.636;0;7.677
1967;Bilbao;1.202.307;3.702.157;2.086.204;3.515;306.691;1.200.021;8.500.895;0;6.393
1967;C.A.G.P;357.621;2.284.613;1.445.633;300.660;257.982;37.284;4.683.793;0;16.166
1967;Cartagena;10.304.203;776.811;354.231;1.751;285.775;24.565;11.747.336;0;2.749
1967;Castellón;3.992.616;148.632;175.252;7.022;30.806;0;4.354.328;0;707
1967;Ceuta;698.518;14.826;127.623;4.499;815.089;0;1.660.555;0;6.469
1967;Ferrol-S. Cibrao;55.749;198.935;112.587;16.408;43.361;25.672;452.712;0;784
1967;Gijón;490.240;2.510.250;312.571;5.704;75.346;0;3.394.111;0;3.841
1967;Huelva;2.288.025;2.072.043;62.426;54.099;176.479;3.761;4.656.833;0;1.062
1967;Las Palmas;2.690.051;166.424;1.414.009;233.468;3.342.094;0;7.846.046;0;9.004
1967;Málaga;2.547.523;435.137;349.814;17.601;130.318;0;3.480.393;0;2.548
1967;Marín y Ría de Pontevedra;28.488;119.399;108.578;11.396;95.929;285.339;649.129;0;476
1967;Melilla;31.690;1.009.126;143.378;6.240;36.120;0;1.226.554;0;1.261
1967;Pasaia;788.312;1.390.608;601.390;107.964;155.464;6.518;3.050.256;0;2.974
1967;Puerto Sta. María;0;83.689;40.978;9.456;30.260;1.477;165.860;0;266
1967;San Esteban de Pravia;0;560.966;0;794;10.892;0;572.652;0;884
1967;Santa Cruz de Tenerife;12.955.970;280.901;1.279.636;16.557;1.507.870;0;16.040.934;0;6.507
1967;Santander;1.148.173;1.048.450;469.599;7.590;132.561;0;2.806.373;0;2.521
1967;Sevilla;785.655;993.469;651.312;2.676;57.297;28.599;2.519.008;0;1.884
1967;Tarragona;2.100.268;1.314.151;545.359;3.490;42.871;180.527;4.186.666;0;2.323
1967;Valencia;801.974;1.363.363;1.154.823;918;62.255;0;3.383.333;0;4.327
1967;Vigo;379.170;203.377;213.710;152.395;300.893;188.940;1.438.485;0;1.734
1967;Vilagarcía;6.612;29.950;85.847;2.053;0;85.001;209.463;0;2.687
1966;A Coruña;4.218.362;424.480;117.949;85.974;242.030;2.989;5.091.784;0;1.688
1966;Alicante;206.418;307.456;536.552;9.254;42.452;0;1.102.132;0;1.971
1966;Almería-Motril;170.315;1.083.912;115.320;5.477;40.662;0;1.415.686;0;849
1966;Avilés;3.062;2.729.104;1.039.797;6.556;42.117;53;3.820.689;0;2.690
1966;Bahía de Algeciras;299.308;2.888;186.835;50.440;87.964;0;627.435;0;4.039
1966;Bahía de Cádiz;0;97.077;299.738;43.624;217.664;1.639;659.742;0;1.848
1966;Baleares;345.746;351.730;617.212;2.499;94.361;0;1.411.548;0;4.305
1966;Barcelona;2.402.000;2.093.000;2.465.039;6.985;212.283;0;7.179.307;0;7.491
1966;Bilbao;1.082.102;3.811.818;2.241.839;4.365;264.126;518.454;7.922.704;0;6.504
1966;C.A.G.P;140.963;2.396.148;1.412.136;286.375;265.833;25.013;4.526.468;0;13.298
1966;Cartagena;10.132.348;788.828;291.735;2.091;256.734;53.386;11.525.122;0;2.677
1966;Castellón;148.053;95.843;187.304;6.118;13.688;0;451.006;0;522
1966;Ceuta;779.020;18.609;137.705;4.153;888.950;0;1.828.437;0;6.461
1966;Ferrol-S. Cibrao;49.074;158.984;164.947;16.739;42.101;26.596;458.441;0;888
1966;Gijón;377.712;2.527.884;298.381;7.742;86.278;0;3.297.997;0;4.110
1966;Huelva;344.615;2.130.823;107.816;51.528;196.168;16.047;2.846.997;0;951
1966;Las Palmas;2.101.982;187.184;1.255.904;116.481;2.479.573;0;6.141.124;0;7.818
1966;Málaga;2.269.287;465.597;255.407;16.743;97.862;0;3.104.896;0;2.348
1966;Marín y Ría de Pontevedra;23.972;91.078;106.969;11.397;85.900;296.076;615.392;0;479
1966;Melilla;27.350;899.745;155.542;7.914;19.495;0;1.110.046;0;1.236
1966;Pasaia;573.097;844.815;1.051.629;91.360;170.290;0;2.731.191;0;3.007
1966;Puerto Sta. María;0;138.654;45.083;9.264;30.846;1.660;225.507;0;384
1966;San Esteban de Pravia;0;516.228;1.460;1.237;11.044;0;529.969;0;910
1966;Santa Cruz de Tenerife;11.513.095;267.102;1.100.815;19.667;1.234.775;0;14.135.454;0;6.019
1966;Santander;833.696;1.053.948;379.434;10.863;126.081;0;2.404.022;0;2.448
1966;Sevilla;776.058;1.123.728;498.168;1.446;65.477;29.756;2.494.633;0;1.859
1966;Tarragona;1.614.595;1.364.370;424.534;2.700;47.905;42.579;3.496.683;0;2.175
1966;Valencia;732.097;1.238.902;1.170.722;989;65.474;0;3.208.184;0;4.274
1966;Vigo;323.094;182.178;211.948;136.178;313.940;108.657;1.275.995;0;1.631
1966;Vilagarcía;4.898;29.184;77.518;3.680;0;85.233;200.513;0;389
1965;A Coruña;3.592.453;501.365;182.723;87.942;267.696;2.390;4.634.569;0;1.691
1965;Alicante;190.878;365.646;718.584;9.074;44.564;0;1.328.746;0;2.047
1965;Almería-Motril;175.875;1.250.199;149.997;7.703;14.256;0;1.598.030;0;1.008
1965;Avilés;3.998;2.928.322;1.026.012;6.780;37.633;24.755;4.027.500;0;2.778
1965;Bahía de Algeciras;290.802;2.352;170.414;51.817;211.195;0;726.580;0;4.232
1965;Bahía de Cádiz;0;71.446;256.970;46.878;219.449;4.110;598.853;0;1.783
1965;Baleares;229.713;289.042;568.037;2.358;86.892;0;1.176.042;0;4.094
1965;Barcelona;2.129.769;2.198.379;2.378.633;5.969;251.284;0;6.964.034;0;7.295
1965;Bilbao;905.512;3.740.755;2.078.429;4.642;231.946;690.088;7.651.372;0;6.934
1965;C.A.G.P;95.608;2.367.460;1.678.472;313.016;228.706;28.257;4.711.519;0;13.834
1965;Cartagena;9.342.295;533.231;478.957;2.731;315.665;0;10.672.879;0;2.625
1965;Castellón;64.992;91.184;96.252;6.209;10.718;0;269.355;0;395
1965;Ceuta;785.251;15.878;126.756;3.566;943.443;0;1.874.894;0;6.331
1965;Ferrol-S. Cibrao;49.774;308.885;166.110;14.606;36.340;37.593;613.308;0;877
1965;Gijón;303.263;2.541.837;421.494;7.056;107.711;0;3.381.361;0;4.831
1965;Huelva;569.235;2.329.231;84.685;44.461;218.636;21.292;3.267.540;0;1.027
1965;Las Palmas;1.876.616;176.587;1.151.894;238.161;2.413.662;0;5.856.920;0;7.534
1965;Málaga;897.140;503.051;361.260;19.559;95.117;0;1.876.127;0;2.351
1965;Marín y Ría de Pontevedra;2.375;86.122;123.930;12.354;60.364;161.501;446.646;0;512
1965;Melilla;23.114;995.425;128.023;8.137;14.087;0;1.168.786;0;1.263
1965;Pasaia;453.501;838.683;1.073.893;80.809;161.854;0;2.608.740;0;3.025
1965;Puerto Sta. María;0;121.119;42.906;7.858;27.462;4.463;203.808;0;418
1965;San Esteban de Pravia;0;726.245;2.563;841;22.295;0;751.944;0;1.131
1965;Santa Cruz de Tenerife;11.034.989;330.509;1.149.842;23.934;1.252.183;0;13.791.457;0;6.795
1965;Santander;764.255;1.068.759;526.545;11.573;115.519;30.260;2.516.911;0;2.793
1965;Sevilla;677.759;1.132.458;534.975;981;66.748;27.756;2.440.677;0;1.905
1965;Tarragona;695.243;1.123.903;427.654;3.373;59.059;0;2.309.232;0;2.214
1965;Valencia;1.004.074;1.121.488;1.209.633;1.233;59.535;0;3.395.963;0;4.276
1965;Vigo;289.127;104.762;264.795;138.158;353.571;85.864;1.236.277;0;1.661
1965;Vilagarcía;2.153;35.252;110.528;2.262;0;80.694;230.889;0;486
1964;A Coruña;2.713.338;780.473;179.352;85.120;279.161;3.443;4.040.887;0;1.673
1964;Alicante;137.166;452.887;478.900;9.465;40.836;0;1.119.254;0;1.840
1964;Almería-Motril;161.851;930.703;87.410;8.284;10.272;0;1.198.520;0;944
1964;Avilés;4.956;2.526.804;938.952;10.046;55.963;1.874;3.538.595;0;3.147
1964;Bahía de Algeciras;174.760;2.535;132.549;40.960;66.445;0;417.249;0;4.001
1964;Bahía de Cádiz;0;69.867;287.166;41.158;239.125;4.857;642.173;0;1.838
1964;Baleares;197.991;331.241;511.093;2.236;87.284;0;1.129.845;0;3.617
1964;Barcelona;1.511.450;1.840.358;2.312.921;3.956;230.634;0;5.899.319;0;6.539
1964;Bilbao;713.695;3.473.907;1.423.607;2.958;162.715;773.065;6.549.947;0;6.525
1964;C.A.G.P;68.058;2.509.316;1.442.594;278.060;175.639;34.973;4.508.640;0;13.980
1964;Cartagena;9.994.615;674.490;330.894;1.790;367.455;0;11.369.244;0;2.669
1964;Castellón;0;89.790;66.065;10.052;10.150;0;176.057;0;392
1964;Ceuta;815.453;19.500;121.364;3.549;1.001.747;0;1.961.613;0;6.163
1964;Ferrol-S. Cibrao;12.131;255.487;160.990;16.126;19.374;31.327;495.435;0;733
1964;Gijón;243.535;2.501.366;420.327;9.071;98.257;0;3.272.556;0;5.036
1964;Huelva;399.254;2.347.760;59.417;40.229;206.661;22.204;3.075.525;0;952
1964;Las Palmas;2.008.587;206.557;1.085.921;178.298;2.396.494;0;5.875.857;0;7.695
1964;Málaga;274.138;406.221;473.960;19.738;79.125;0;1.253.182;0;2.161
1964;Marín y Ría de Pontevedra;0;91.260;98.412;16.152;62.687;66.841;335.352;0;493
1964;Melilla;23.102;1.079.115;121.500;7.014;16.148;0;1.246.879;0;1.246
1964;Pasaia;407.892;877.725;785.521;76.408;130.041;0;2.277.587;0;2.838
1964;Puerto Sta. María;0;87.200;52.855;6.981;33.807;4.857;185.700;0;410
1964;San Esteban de Pravia;0;852.933;4.666;1.183;26.004;0;884.786;0;1.317
1964;Santa Cruz de Tenerife;9.307.500;317.932;1.132.013;22.759;1.210.367;0;11.990.571;0;6.603
1964;Santander;644.018;1.149.220;439.034;9.846;110.355;0;2.352.473;0;2.720
1964;Sevilla;556.832;1.104.687;473.014;1.108;39.104;50.184;2.224.929;0;1.912
1964;Tarragona;554.080;804.959;310.415;3.546;41.029;0;1.714.029;0;1.847
1964;Valencia;960.274;971.405;1.025.793;1.274;60.399;0;3.019.145;0;3.887
1964;Vigo;282.069;326.472;236.527;114.697;394.896;98.546;1.453.207;0;1.612
1964;Vilagarcía;0;27.814;123.537;800;0;50.148;202.299;0;528
1963;A Coruña;214.904;516.587;162.740;74.088;319.120;3.598;1.291.037;0;1.451
1963;Alicante;143.438;538.203;484.359;9.366;42.705;0;1.218.071;0;1.859
1963;Almería-Motril;154.720;776.230;94.917;8.455;6.828;0;1.041.150;0;861
1963;Avilés;4.461;2.571.148;719.025;8.066;66.294;238;3.369.232;0;3.137
1963;Bahía de Algeciras;9.565;4.317;111.706;46.435;69.451;0;241.474;0;5.122
1963;Bahía de Cádiz;0;112.663;273.277;42.323;240.456;2.218;670.937;0;1.891
1963;Baleares;212.274;378.323;550.800;2.405;139.214;0;1.283.016;0;3.490
1963;Barcelona;1.371.866;2.844.300;2.272.959;3.251;233.338;0;6.725.714;0;6.308
1963;Bilbao;568.366;2.280.536;1.164.338;2.761;185.682;1.147.775;5.349.458;0;6.123
1963;C.A.G.P;80.206;2.381.056;1.323.626;239.087;163.763;96.353;4.284.091;0;12.275
1963;Cartagena;10.917.215;637.045;433.035;1.772;350.084;0;12.339.151;0;2.490
1963;Castellón;0;57.107;64.751;14.836;8.090;0;144.784;0;296
1963;Ceuta;873.945;20.446;129.503;3.835;1.022.006;0;2.049.735;0;6.324
1963;Ferrol-S. Cibrao;0;176.554;151.961;17.820;13.660;49.118;409.113;0;655
1963;Gijón;188.785;2.719.799;462.819;7.839;177.591;0;3.556.833;0;5.084
1963;Huelva;257.083;2.001.406;130.639;36.809;118.176;20.903;2.565.016;0;1.016
1963;Las Palmas;1.959.002;216.025;1.020.146;104.532;2.348.411;0;5.648.116;0;7.480
1963;Málaga;271.997;412.775;429.620;20.296;79.943;0;1.214.631;0;2.164
1963;Marín y Ría de Pontevedra;0;81.325;86.094;10.374;54.736;38.125;270.654;0;441
1963;Melilla;24.769;856.755;107.394;7.106;13.854;0;1.009.878;0;1.142
1963;Pasaia;360.403;811.743;653.439;72.005;133.195;0;2.030.785;0;2.883
1963;Puerto Sta. María;0;62.423;36.198;6.015;32.868;2.372;139.876;0;411
1963;San Esteban de Pravia;0;982.178;7.405;14.557;35.687;0;1.039.827;0;1.617
1963;Santa Cruz de Tenerife;8.601.983;268.426;991.870;17.643;1.299.437;0;11.179.359;0;6.399
1963;Santander;503.505;971.524;425.166;7.107;96.656;0;2.003.958;0;2.590
1963;Sevilla;510.182;953.571;542.465;1.278;32.445;55.131;2.095.072;0;1.865
1963;Tarragona;527.206;792.263;359.314;3.663;47.251;0;1.729.697;0;1.726
1963;Valencia;844.410;1.024.662;1.001.033;1.035;58.659;0;2.929.799;0;3.589
1963;Vigo;232.497;318.184;253.798;97.364;388.969;33.199;1.324.011;0;1.614
1963;Vilagarcía;0;25.700;118.258;21;0;24.539;168.518;0;534
1962;A Coruña;210.180;505.071;159.106;71.917;246.628;6.463;1.199.365;0;1.587
1962;Alicante;148.633;520.412;463.558;5.932;31;0;1.138.566;0;1.952
1962;Almería-Motril;97.697;905.382;83.351;9.631;2.016;0;1.098.077;0;988
1962;Avilés;5.343;3.018.542;718.288;5.711;72.515;265;3.820.664;0;3.464
1962;Bahía de Algeciras;17.551;4.185;94.715;49.277;62.115;0;227.843;0;5.300
1962;Bahía de Cádiz;0;123.129;272.422;39.730;228.190;10.572;674.043;0;1.950
1962;Baleares;0;282.349;356.527;2.431;139.689;0;780.996;0;3.343
1962;Barcelona;1.096.792;1.603.781;1.707.422;2.902;207.969;0;4.618.866;0;5.932
1962;Bilbao;564.108;3.567.099;1.221.978;2.723;187.757;897.943;6.441.608;0;6.384
1962;C.A.G.P;38.501;2.612.697;1.419.854;250.202;212.419;90.932;4.624.605;0;17.017
1962;Cartagena;10.016.975;482.061;355.642;1.012;374.875;0;11.230.565;0;2.764
1962;Castellón;0;61.546;46.754;10.416;4.292;0;123.008;0;302
1962;Ceuta;730.604;41.471;111.976;3.741;825.786;0;1.713.578;0;5.904
1962;Ferrol-S. Cibrao;0;132.232;149.639;13.636;13.987;39.395;348.889;0;667
1962;Gijón;153.236;2.834.780;527.709;8.400;143.590;0;3.667.715;0;5.099
1962;Huelva;221.872;2.146.780;126.126;40.109;140.668;27.385;2.702.940;0;981
1962;Las Palmas;1.778.400;194.793;1.085.484;164.514;2.367.625;0;5.590.816;0;12.100
1962;Málaga;185.651;414.488;425.008;21.222;78.622;0;1.124.991;0;2.230
1962;Marín y Ría de Pontevedra;0;87.192;81.529;13.109;70.336;3.159;255.325;0;583
1962;Melilla;24.961;1.150.911;97.847;7.585;17.007;0;1.298.311;0;1.157
1962;Pasaia;305.430;819.221;595.359;69.041;105.902;0;1.894.953;0;2.696
1962;Puerto Sta. María;0;1.020.915;42.317;6.201;30.448;2.861;1.102.742;0;381
1962;San Esteban de Pravia;0;65.195;9.384;8.326;37.119;0;120.024;0;1.842
1962;Santa Cruz de Tenerife;6.770.016;243.513;1.105.407;14.018;1.265.376;0;9.398.330;0;6.280
1962;Santander;428.350;904.852;473.905;6.930;91.432;0;1.905.469;0;2.666
1962;Sevilla;455.143;976.042;578.114;2.192;94.622;83.437;2.189.550;0;1.955
1962;Tarragona;408.872;543.617;307.397;2.946;36.701;0;1.299.533;0;1.696
1962;Valencia;617.613;911.795;883.771;1.040;62.035;0;2.476.254;0;3.588
1962;Vigo;283.315;445.751;256.634;85.722;366.465;30.949;1.468.836;0;1.667
1962;Vilagarcía;0;27.594;134.072;25;0;22.824;184.515;0;683
TOTAL;;5.000.986.504;3.021.342.468;3.133.067.233;41.398.312;419.104.682;161.241.893;11.777.141.092;164.902.435;5.016.986
